cik,filingdate,complexity,log_netfilesize,json_complexity_score
7084,20210218,0.75745422,12.867024,0.6709533128319821
7332,20160225,0.71205747,13.250289,0.5720560126882566
7332,20170223,0.83188552,13.188078,0.5627891448466639
7332,20180301,0.86595303,13.120101,0.600078339208774
7332,20190228,0.80788362,13.284401,0.5890734066881383
7332,20200227,0.74350995,13.205264,0.6261286793298446
7332,20210301,0.72065645,13.351616,0.6903340449739847
7431,20160222,0.6198805,13.172391,0.7104454685099846
7431,20170227,0.69940203,13.002588,0.6209599429938413
7431,20180226,0.58469123,13.3874,0.4822378912178908
7431,20190225,0.54971969,13.146069,0.3850361891937384
7431,20200225,0.5874632,12.799479,0.4097826289418295
7431,20210223,0.53073198,12.91469,0.4355400696864111
7536,20160205,0.82824481,13.121281,0.7589800986324368
7536,20170207,0.52443898,13.536146,0.7343785734251518
7536,20180206,0.83701265,12.871846,0.6606056642030218
7536,20190207,0.39589837,13.615495,0.65007307868502
7536,20200213,0.85187989,12.560974,0.6333982972612575
7536,20210211,0.32352057,13.881188,0.6249061138651044
7623,20160203,0.2950578,11.994073,0.2065760027543466
7623,20170202,0.31311336,12.04567,0.2397428213371111
7623,20180207,0.32729977,11.979178,0.2139136904761905
7623,20190205,0.46982816,11.966755,0.2941176470588235
7623,20200206,0.44573307,12.085068,0.3193557345181894
7623,20210209,0.32201225,12.381945,0.3134094470561898
7789,20160205,0.48243493,13.443184,0.3910905840286055
7789,20170206,0.55267817,13.255556,0.4085476477349841
7789,20180206,0.46741766,13.049619,0.3864643227448393
7789,20190219,0.47204542,13.074708,0.4325437693099896
7789,20200211,0.41973004,13.231071,0.4903385151823333
7789,20210209,0.31884849,13.486259,0.4244228447090611
8063,20160224,0.42198408,12.386922,0.2782208702748822
8063,20200302,0.46377951,12.348929,0.3661016949152542
8063,20210301,0.55323839,12.460126,0.3573883161512027
8146,20160408,0.28776979,13.015432,0.2141327623126338
8146,20180410,0.47938648,12.522688,0.3627130939426913
8146,20190410,0.46761069,12.585098,0.3294068042269481
8146,20200410,0.53683925,12.543812,0.325831628400394
8146,20210413,0.41786501,12.616837,0.3652551078643991
8177,20160329,0.18439601,12.212994,0.0714370758423621
8177,20170324,0.19520037,12.302991,0.1278999538139055
8177,20180326,0.18808779,12.457909,0.1480111008325624
8177,20190401,0.19546095,12.344804,0.1485936670794268
8177,20200324,0.23174153,12.36235,0.1531967045686661
8177,20210323,0.19522776,12.330501,0.1415564778174565
8411,20161115,0.44015828,12.639704,0.3048193544246936
8504,20200413,0.34382626,12.699072,0.2810152044015855
8504,20210331,0.2813656,12.897558,0.2242938249106329
8670,20160805,0.44361913,12.849557,0.2410546139359698
8670,20170804,0.36594865,13.143452,0.2265421044682733
8670,20180803,0.47426909,12.994967,0.3043289236693373
8670,20190809,0.40851781,12.748228,0.3824672170956775
8670,20200805,0.29373494,12.86132,0.3089306464869767
8670,20210804,0.46004179,12.766836,0.2834750708687677
8818,20170223,0.73072135,12.810173,0.4121064720983651
8818,20180221,0.55688769,13.109941,0.2170452901172044
8818,20190227,0.69982606,12.840098,0.3691680987842912
8818,20200226,0.64008325,12.893886,0.3731771730393845
8858,20160812,0.66747391,12.530476,0.413396127681842
8858,20190815,0.65229207,12.515735,0.3838022442673605
8868,20160223,0.71582824,13.263325,0.5399116270557167
8868,20170222,0.6697433,13.315768,0.6013343731045837
8868,20180222,0.63858902,13.242822,0.4952023255215703
8868,20190221,0.51644117,13.597803,0.5420712957448619
8947,20160421,0.38722965,12.208869,0.2534014268449573
8947,20170420,0.4210096,12.212154,0.1352722353736895
8947,20180515,0.41887951,12.278709,0.3022289384208538
8947,20190517,0.4472461,12.341088,0.3153247845280639
8947,20200429,0.36317348,12.244042,0.2676313158049526
8947,20210423,0.43305549,12.361981,0.2936815693430656
9092,20160226,0.33919454,12.244308,0.2259927538831294
9092,20170228,0.26392731,12.585823,0.2516338727151994
9092,20190226,0.29142037,12.796248,0.2281447682256559
9092,20200221,0.18045112,12.747056,0.2487382840663302
9092,20210224,0.29916233,12.682657,0.2956337174044876
9326,20160229,0.29004189,12.302527,0.1641497045305318
9326,20170228,0.32542184,12.314366,0.2329011722692337
9326,20180301,0.32239541,12.413408,0.1972443799854967
9326,20190228,0.26935652,12.503158,0.2484902770955531
9326,20200221,0.43160436,12.183311,0.3731225296442687
9326,20210219,0.46567526,12.219571,0.3784615384615384
9346,20160304,0.25558069,12.423134,0.1925636451165293
9346,20170306,0.27301908,12.522047,0.1911704730831974
9346,20180313,0.23029232,12.531697,0.1425313568985176
9346,20190307,0.22397982,12.998128,0.1674844310247216
9346,20210311,0.24103382,12.496314,0.1809217066284942
9389,20160216,0.39995286,13.286675,0.385408436590677
9389,20170302,0.51842749,13.249292,0.3564861720890089
9389,20190222,0.4782401,13.245501,0.4341811216345642
9389,20200219,0.46581301,12.834388,0.3601181585847522
9389,20210217,0.46372068,12.801635,0.410376395001207
9631,20160129,0.23213825,10.306717,0.2849002849002849
9631,20180126,0.27066931,10.360912,0.0
9631,20190129,0.26974007,10.364229,0.2873563218390804
9631,20200129,0.26750973,10.372553,0.2876318312559923
9892,20160212,0.57724822,12.923617,0.4555677296580358
9892,20170213,0.56919521,12.95323,0.4813807408567012
9984,20160224,0.41092128,13.023632,0.3829112192987254
9984,20170221,0.18687655,14.109508,0.358830213503977
9984,20180220,0.46066841,13.096444,0.3821957654062098
9984,20210222,0.63406956,12.791862,0.4860578152980302
10048,20161220,0.27969325,12.696473,0.2218836046729221
10048,20201216,0.26863831,12.615669,0.1973791307178903
10048,20211221,0.22977863,12.954756,0.184194890077243
10254,20160311,0.46499339,12.97562,0.3797758904909959
10254,20170315,0.47303545,13.073784,0.3954190457439128
10254,20180315,0.45766583,13.323106,0.3610174127085422
10254,20190312,0.51092124,13.041689,0.3436513593320435
10254,20200311,0.52398717,13.083554,0.4520902825987572
10254,20210310,0.40653482,12.877953,0.3405541561712846
10329,20160121,0.33267426,12.442914,0.2457577530719719
10329,20170119,0.3835122,12.42473,0.2910958904109589
10329,20180118,0.34407648,12.442393,0.247978132837377
10329,20190117,0.30134314,12.524759,0.2510262543929594
10329,20200123,0.29465556,12.33534,0.2270737579339024
10329,20210121,0.37163416,12.325375,0.2795323209246069
10456,20160226,0.66342336,12.85686,0.5672922844565598
10456,20170223,0.34353557,13.580976,0.624335812964931
10456,20180223,0.57731289,13.070592,0.7407625150651106
10456,20190221,0.56859666,13.117323,0.5840536661882989
10456,20200317,0.39068922,13.908567,0.4830780597311813
10456,20210211,0.56716615,13.036849,0.624824768694677
10795,20161123,0.50651819,13.101067,0.5876162076828627
10795,20171122,0.7564503,12.796198,0.5865421169825666
10795,20181121,0.48954993,13.228791,0.4986709430812152
10795,20191127,0.56598216,12.834849,0.4847842142140246
10795,20201125,0.57937884,12.89297,0.4963112005365526
10795,20211124,0.76321435,13.211708,0.5433323003821919
11199,20160219,0.7027697,12.390575,0.5403413975193417
11199,20170217,0.76585317,12.393577,0.5868580290084228
11199,20180223,0.75468373,12.530429,0.5660771117024053
11199,20190215,0.71753788,12.54565,0.5470998522052531
11544,20160222,0.33930421,12.867065,0.187717314789138
11544,20180223,0.37510446,12.969226,0.2019313433432633
11544,20190222,0.37471956,12.743039,0.1957794795384455
11544,20200220,0.37442741,12.897529,0.1576632644593809
11544,20210218,0.36909547,12.904243,0.2412779950576927
12040,20171221,0.29511487,12.421462,0.2275810757582388
12040,20191220,0.25540328,12.540414,0.187217373772286
12040,20210115,0.40560296,12.68441,0.2891816406732742
12208,20160229,0.60210341,12.596208,0.5020037966673697
12208,20200302,0.65386522,12.528178,0.5308300505685469
12239,20160329,0.70772314,13.04342,0.5664085076869726
12239,20170331,0.78198642,12.771781,0.5678185026984167
12239,20180330,0.77924871,12.763892,0.5702984868693373
12239,20210325,0.25710511,12.312799,0.187666390258805
12659,20160617,0.5534128,12.752974,0.37618580307491
12659,20170616,0.4487581,12.671347,0.3281140678906608
12659,20180615,0.45088172,12.694983,0.3085682000912666
12659,20190614,0.42595714,12.994346,0.2863629327692069
12659,20210615,0.37024245,12.613103,0.2913161598638342
12927,20160210,0.51415515,13.11724,0.4397672498223647
12927,20170208,0.42540133,13.266361,0.4457565152788911
12927,20180212,0.65031958,12.813485,0.4386139798237569
12927,20190208,0.56855893,12.541823,0.4060956208657791
12927,20200131,0.55893928,12.663624,0.4145151780449891
12927,20210201,0.56348521,12.81837,0.3758978748743905
13573,20160929,0.26079699,11.310662,0.1569201799351396
13573,20170928,0.16981132,11.953307,0.1647276845464841
13573,20180927,0.24019983,11.375524,0.1404494382022472
13573,20190926,0.26619345,11.352181,0.1701701701701701
13573,20200924,0.29918948,11.839794,0.1407921907264877
14177,20160115,0.20319465,11.85084,0.1398300527051737
14177,20170113,0.23795706,11.817635,0.1366520253782333
14177,20180112,0.24722591,11.832637,0.1571709233791748
14177,20190118,0.2354956,11.896091,0.2119808432126874
14177,20200124,0.29080525,11.909867,0.2619874489733748
14177,20210115,0.32942054,12.032969,0.268312315535283
14195,20160830,0.49572322,13.218237,0.573808627068702
14195,20170829,0.78226131,12.613968,0.555909291276877
14195,20180828,0.68552077,12.661758,0.4860848759602065
14195,20190827,0.53865397,12.55374,0.3525023568471533
14272,20160212,0.39400017,13.935819,0.4785980060783367
14272,20170221,0.38505274,13.848654,0.4792482380579483
14272,20180213,0.38856351,13.865693,0.3905960297644063
14272,20190225,0.49818075,13.566163,0.5503532117627732
14272,20200224,0.32723308,14.922068,0.642306594347702
14272,20210210,0.32741582,14.522904,0.4476131432114073
14693,20180613,0.52569145,12.738294,0.2305018137847642
14693,20190613,0.47723484,12.978101,0.3981258951763649
14693,20200619,0.42066476,12.818764,0.430642025740089
14693,20210621,0.44985101,12.553036,0.4254727474972191
14707,20160329,0.50255102,12.941469,0.3230148048452221
14707,20170328,0.52666229,12.910575,0.4009564097848078
14707,20180404,0.54023314,12.95674,0.4238891832563773
14707,20200331,0.51868099,12.803345,0.4474159617754816
14707,20210330,0.57265717,12.765731,0.2150747873692443
14846,20161213,0.53434616,12.488986,0.3278688524590163
14846,20171214,0.48904899,12.652174,0.3520526943387655
14846,20181210,0.42395014,12.434776,0.3708653524891413
14846,20200515,0.61506355,12.563139,0.4812634333239884
14846,20210315,0.37843373,12.690167,0.4193640324091039
14930,20160217,0.86062539,12.936961,0.5226748654880862
14930,20170217,0.70020765,13.087785,0.5388010297903641
14930,20180220,0.70594537,13.114196,0.5224256027243528
14930,20190219,0.65879017,13.193845,0.4922953772263358
14930,20200218,0.4302547,13.306141,0.4772611573052775
14930,20210216,0.4578073,13.059711,0.4004491017964072
15615,20180227,0.38142252,13.312613,0.3326967834337889
15615,20190228,0.39384928,13.218084,0.2328184463845981
15615,20200227,0.52342939,13.592898,0.2805798650544459
15615,20210225,0.27501482,13.293989,0.2810987142336589
16040,20161123,0.58079278,12.911364,0.4245176331402126
16040,20171122,0.48641175,13.1396,0.4206268234620273
16040,20181121,0.53133541,13.039236,0.4049744359887282
16040,20191122,0.52673227,12.726294,0.4638705044349125
16040,20201125,0.54552686,12.697658,0.4676365795724465
16040,20211129,0.33413798,13.528603,0.4814690404210055
16058,20160824,0.35865873,12.805426,0.5405282123796926
16058,20170821,0.29877737,12.864403,0.5692422545726017
16058,20180820,0.38833395,12.592457,0.5124414880512441
16058,20190821,0.32358101,12.886186,0.4762744752160874
16058,20200814,0.30668467,12.569099,0.5006374576323891
16058,20210817,0.36167577,12.340857,0.4576352834127282
16099,20161123,0.35046479,12.812149,0.1495643126544414
16099,20171113,0.34502959,12.805367,0.1774532400514002
16099,20181116,0.34491315,12.771574,0.2469553450608931
16099,20191126,0.37183523,12.70263,0.2229902999219534
16099,20201209,0.34299967,12.657314,0.2313067614618587
16099,20211119,0.30787826,12.468553,0.1788787247531926
16160,20160718,0.2924917,12.505302,0.1691278556102486
16160,20170724,0.35359487,12.539816,0.2146341463414634
16160,20180723,0.36882839,12.545198,0.2380775239937504
16160,20190722,0.32287353,12.326926,0.2382420539267896
16160,20200720,0.30487803,12.270183,0.2716631377092405
16160,20210719,0.26957902,12.329494,0.2400349141693337
16732,20160922,0.85305262,12.770684,0.7325007393252804
16732,20170927,0.6769219,12.834713,0.381217204108176
16732,20180927,0.75580561,12.87969,0.6086498507637386
16732,20190926,0.82164502,12.876264,0.6060051263273527
16732,20200924,0.61971426,12.664636,0.5258545135845749
16732,20210923,0.57571024,12.744972,0.2566937840612905
16875,20160229,0.17578915,15.277764,0.3957615217668837
16875,20170216,0.50540495,13.057656,0.345027587335108
16875,20180216,0.42815095,12.820504,0.3193527783691718
16875,20190215,0.42093241,12.876002,0.2999027901300957
16875,20200220,0.39103743,12.945015,0.1021269037786954
16875,20210218,0.25302121,13.022441,0.2024840165175938
16918,20160425,0.59132075,13.134212,0.4759071980963712
16918,20170427,0.68991059,12.975977,0.5002423654871546
16918,20180423,0.56307495,13.055618,0.4399230134726423
16918,20190423,0.6148386,13.053746,0.4296493564136706
16918,20200421,0.5689137,13.013936,0.4721898571165757
16918,20210420,0.59704792,12.970572,0.4630053254762732
17313,20160614,0.25999674,12.838367,0.164794921875
17313,20170601,0.25390863,13.021398,0.1650359542614641
17313,20180605,0.27621561,13.353421,0.1435883575181175
17313,20190604,0.27773735,13.225301,0.1773436647386227
17313,20200602,0.34449115,13.369686,0.2019991398746302
17313,20210526,0.2979905,13.322191,0.2311136790408782
17843,20160818,0.71013409,12.740438,0.585748364392168
17843,20170811,0.63949168,12.851819,0.6160275719829575
17843,20180814,0.6815775,12.79255,0.5330896352143782
17843,20190829,0.66033649,12.769344,0.5451174013091754
17843,20200904,0.70660073,12.650537,0.6293691064700887
17843,20210819,0.69702703,12.733183,0.5927810310070077
18172,20160315,0.40041479,13.544759,0.4314855245649618
18230,20160216,0.86262429,13.310613,0.6376405977715582
18230,20170215,0.73871356,13.472661,0.6244790824387028
18230,20180215,0.89074767,13.280773,0.6282429545223319
18230,20190214,0.874529,13.288984,0.6274137466480196
18230,20200219,0.50188518,13.382071,0.4119147889705205
18230,20210217,0.68685782,13.017321,0.5332226444011623
18255,20160324,0.2912544,12.226057,0.2375478927203065
18255,20170323,0.35918689,12.236529,0.3121579438115701
18255,20180327,0.38789165,12.266706,0.355525458162272
18255,20190327,0.40668607,12.286897,0.3086840074447319
18255,20200327,0.18576822,13.265006,0.3533692533762508
18255,20210329,0.30837756,12.153737,0.3631796890910325
18349,20160229,0.59878838,13.442778,0.4006335600484487
18349,20170227,0.52866358,13.525997,0.3907776475185619
18349,20180228,0.53816944,13.515449,0.4244044269367848
18349,20190228,0.50535381,13.247075,0.3699659370568965
18349,20200302,0.3940267,13.081206,0.3601033708499851
18349,20210301,0.44283149,13.089057,0.3750770481698601
18396,20160303,0.59677231,12.585478,0.4049805055967802
18396,20170308,0.55405521,12.597658,0.3681162265632669
18498,20160330,0.35274965,12.978724,0.1251094707869385
18498,20170329,0.32356504,12.865599,0.2175726148602096
18498,20180404,0.34070602,12.949219,0.2654059882226093
18498,20190403,0.3330403,13.039001,0.2856245180086258
18498,20200401,0.32757804,13.381619,0.240234896343091
18498,20210331,0.34916931,12.553796,0.2584998247458815
18926,20190311,0.43200386,13.829458,0.3177142857142857
18926,20200228,0.54991537,13.22964,0.4390094494798815
18926,20210225,0.41958609,13.687436,0.4615660382995249
19411,20160229,0.31106204,12.989204,0.2100797899202101
19411,20170224,0.28234303,13.781841,0.2165032679738562
19411,20180301,0.32064602,12.906756,0.21375225341231
19411,20190228,0.28336683,13.009846,0.1848428835489833
19411,20200228,0.32137239,12.751143,0.1909946044024256
19411,20210226,0.2667582,13.218451,0.1838939544862462
19446,20160929,0.3061794,13.133381,0.2608250656189643
19446,20170928,0.34559864,12.658565,0.2339918102866399
19446,20180927,0.42055267,12.687449,0.3035893603605707
19446,20190925,0.38742101,12.992717,0.3132556605847439
19446,20200925,0.49820846,12.974701,0.5129942409137105
19584,20160226,0.36681044,13.021669,0.2140155285685845
19584,20170227,0.48044747,12.725503,0.2035490605427975
19584,20180226,0.50117087,12.811699,0.2604880723882643
19584,20190227,0.37193492,13.053772,0.2521273242987709
19584,20200226,0.35668895,12.828417,0.244140625
19584,20210226,0.34319022,12.707257,0.2708701704224822
19612,20160226,0.19354229,13.2988,0.1546885694729637
19612,20170301,0.33580101,13.493028,0.2581481699770142
19612,20180228,0.41818908,13.894705,0.3390352904916011
19612,20190228,0.46358174,13.669478,0.3545770328911428
19612,20200302,0.35758886,13.867451,0.6377232598779021
19612,20210226,0.71694416,13.19064,0.393539813962997
19617,20160223,0.95783174,14.224858,0.7279266935000428
19617,20170228,0.93642294,14.207656,0.7030040429571031
19617,20180227,0.94729763,14.205607,0.7311505813538769
19617,20190226,0.85118049,13.851563,0.7075955224667436
19617,20200225,0.70752329,14.030483,0.7207905662391362
19617,20210223,0.72941798,14.12052,0.7131692584841179
19745,20180301,0.46990049,13.021871,0.2867818163940874
19745,20200226,0.29275036,13.000941,0.3357132724951534
19745,20210224,0.32552898,13.096968,0.2535748331744518
19871,20160321,0.1482515,12.00343,0.1775568181818181
19871,20170320,0.27217826,11.438611,0.202354672553348
19871,20180320,0.2473207,11.471333,0.239442751414889
19871,20190320,0.24610989,11.504933,0.1818181818181818
19871,20200320,0.16720258,12.030409,0.1908396946564885
19871,20210319,0.32462513,11.535156,0.2535772504980982
20212,20160224,0.27792922,12.996161,0.1711962336828589
20212,20170228,0.28922367,12.958319,0.1897960496686611
20212,20180228,0.30275631,12.902689,0.1873065855909658
20212,20190227,0.28471997,13.055334,0.1880257298367145
20212,20200226,0.40628561,12.773171,0.2947530299146864
20212,20210224,0.44429904,12.986736,0.3564314917706258
20286,20160226,0.15254571,13.291689,0.0851851851851852
20286,20170224,0.15724364,13.303808,0.1202972506257397
20286,20180223,0.15476453,13.35794,0.0995645550184134
20286,20190222,0.15126738,13.318527,0.0888967908258511
20286,20200225,0.32623497,13.19647,0.1955339581163947
20286,20210225,0.29474992,13.258416,0.2026981676622591
20520,20160225,0.33337721,12.827144,0.200851435432813
20520,20200331,0.63844085,12.805198,0.4286211368740708
20629,20160525,0.37175673,12.596188,0.3123726741817194
20629,20170607,0.31060827,12.692887,0.2810035842293906
20629,20190531,0.43580383,12.600561,0.3685384540781689
20740,20160122,0.45672566,12.958734,0.3515506232897537
20740,20170127,0.53750598,12.928966,0.3808283509935081
21076,20160816,0.60409391,13.517903,0.4691638289822172
21076,20170815,0.64017081,12.797846,0.4672556034168066
21076,20180814,0.61288047,12.891913,0.4349440407362223
21076,20200813,0.67699987,12.729386,0.3957719967179883
21076,20210810,0.6725992,12.69495,0.4073012520742193
