cik,filingdate,complexity,log_netfilesize,json_complexity_score
17313,20190604,0.27773735,13.225301,0.16725627511852334
17313,20200602,0.34449115,13.369686,0.21528414416827185
17313,20210526,0.2979905,13.322191,0.17487612940833577
17843,20160818,0.71013409,12.740438,0.5112111163745461
17843,20170811,0.63949168,12.851819,0.46712559707783086
17843,20180814,0.6815775,12.79255,0.49187379603134523
17843,20190829,0.66033649,12.769344,0.4714076810590318
17843,20200904,0.70660073,12.650537,0.5257983157354764
17843,20210819,0.69702703,12.733183,0.5208434933577824
18172,20160315,0.40041479,13.544759,0.3064209512070208
18230,20160216,0.86262429,13.310613,0.6241995592528066
18230,20170215,0.73871356,13.472661,0.5414358219363837
18230,20180215,0.89074767,13.280773,0.6462479394127625
18230,20190214,0.874529,13.288984,0.6274565515935029
18230,20200219,0.50188518,13.382071,0.3686712301813324
18230,20210217,0.68685782,13.017321,0.4759915246650153
18255,20160324,0.2912544,12.226057,0.21064791220738627
18255,20170323,0.35918689,12.236529,0.2591196661731054
18255,20180327,0.38789165,12.266706,0.2829636375463475
18255,20190327,0.40668607,12.286897,0.29941073419334285
18255,20200327,0.18576822,13.265006,0.12788702219987538
18255,20210329,0.30837756,12.153737,0.23756551906180473
18349,20170227,0.52866358,13.525997,0.34727560479312686
18349,20180228,0.53816944,13.515449,0.37014980072380776
18349,20190228,0.50535381,13.247075,0.3404822488791954
18349,20200302,0.3940267,13.081206,0.2742577460232627
18349,20210301,0.44283149,13.089057,0.3030677034050548
18396,20160303,0.59677231,12.585478,0.40755748209574066
18396,20170308,0.55405521,12.597658,0.3635937133474079
18498,20160330,0.35274965,12.978724,0.2350735949359309
18498,20170329,0.32356504,12.865599,0.21963198671831763
18498,20180404,0.34070602,12.949219,0.23347786725115546
18498,20190403,0.3330403,13.039001,0.23178664039751407
18498,20200401,0.32757804,13.381619,0.2254167243390742
18926,20160225,0.36118141,13.253529,0.23991068671464882
18926,20170223,0.42104992,13.31269,0.2825521269586
18926,20180301,0.44559994,14.156277,0.3128534084799496
18926,20190311,0.43200386,13.829458,0.28091896918344916
18926,20200228,0.54991537,13.22964,0.3719859445050285
18926,20210225,0.41958609,13.687436,0.28892855052958044
19446,20170928,0.34559864,12.658565,0.23402964375487562
19446,20180927,0.42055267,12.687449,0.2843242560181967
19446,20190925,0.38742101,12.992717,0.265672407807146
19446,20200925,0.49820846,12.974701,0.3725939781572437
19584,20200226,0.35668895,12.828417,0.24442138950922296
19584,20210226,0.34319022,12.707257,0.23261876591734013
19612,20160226,0.19354229,13.2988,0.13123359580052493
19612,20170301,0.33580101,13.493028,0.2287831948344158
19612,20180228,0.41818908,13.894705,0.2866766559756294
19612,20190228,0.46358174,13.669478,0.32263888779859795
19612,20200302,0.35758886,13.867451,0.250272373540856
19612,20210226,0.71694416,13.19064,0.48578243440688335
19617,20160223,0.95783174,14.224858,0.6434714833377138
19617,20170228,0.93642294,14.207656,0.6209147313979109
19617,20180227,0.94729763,14.205607,0.6323777403035413
19617,20190226,0.85118049,13.851563,0.5684519093646015
19617,20200225,0.70752329,14.030483,0.4882313967002292
19617,20210223,0.72941798,14.12052,0.505733094999346
20212,20160224,0.27792922,12.996161,0.1885014137606032
20212,20170228,0.28922367,12.958319,0.18911635383669803
20212,20180228,0.30275631,12.902689,0.18868239576549953
20212,20190227,0.28471997,13.055334,0.1699296005940396
20212,20200226,0.40628561,12.773171,0.2680914885639295
20212,20210224,0.44429904,12.986736,0.2971545203505823
20286,20160226,0.15254571,13.291689,0.09079903147699758
20286,20170224,0.15724364,13.303808,0.09632143840014677
20286,20180223,0.15476453,13.35794,0.09503239740820735
20286,20190222,0.15126738,13.318527,0.09248815700428603
20286,20200225,0.32623497,13.19647,0.20063237292224861
20286,20210225,0.29474992,13.258416,0.1791638250898709
20520,20160225,0.33337721,12.827144,0.2219794933229978
20520,20170301,0.39130241,12.817825,0.24734728993404073
20520,20180301,0.31674504,13.085182,0.21518182187275853
20520,20190301,0.44081956,12.940791,0.30806065442936953
20629,20160525,0.37175673,12.596188,0.2561760709273574
20629,20170607,0.31060827,12.692887,0.22250285645558965
20629,20180605,0.35806176,12.581814,0.24714524359825168
20629,20190531,0.43580383,12.600561,0.32086521417192093
20740,20160122,0.45672566,12.958734,0.3194888178913738
20740,20170127,0.53750598,12.928966,0.37032731620638687
21076,20180814,0.61288047,12.891913,0.4239711968774185
21076,20190814,0.64163965,12.684677,0.43837779439873686
21076,20200813,0.67699987,12.729386,0.47086521483225424
21076,20210810,0.6725992,12.69495,0.4704780138088352
21175,20160217,0.41047904,12.866046,0.2537485582468281
21175,20170215,0.43537998,12.986637,0.2701099175618286
21175,20180214,0.39420623,13.036284,0.24487748749797167
21175,20190213,0.4095985,12.984046,0.24726134585289516
21175,20200211,0.37477675,12.668381,0.22482495771149602
21175,20210209,0.33073473,12.698424,0.19768081680898328
21344,20160225,0.59680349,13.583097,0.41672917604307314
21344,20170224,0.60124677,13.549491,0.4297449200172936
21344,20180223,0.59382421,13.530859,0.41246238272260577
21344,20190221,0.59762782,13.54472,0.4226778915010305
21344,20200224,0.60789955,13.467941,0.46512920770520816
21344,20210225,0.62507844,13.36549,0.4865280985373364
21510,20161129,0.55279362,12.995402,0.4308895883629251
21510,20171128,0.53725249,13.113708,0.41778573560131305
21510,20181127,0.48006698,13.228005,0.3842182359580241
21510,20191126,0.44826901,13.022439,0.35599229173715413
21510,20201201,0.54334557,13.079537,0.4339266899573005
21510,20211130,0.55777007,13.106071,0.4384781435509984
21665,20170223,0.94345117,12.942248,0.6997261940979617
21665,20180215,0.82588911,13.048637,0.6349297144246308
21665,20190221,0.63553685,13.390378,0.4870211377215444
21665,20200221,0.83580434,12.943153,0.6241075582794525
21665,20210218,0.70016247,12.904404,0.5468686041751945
22356,20160224,0.65995741,13.106222,0.41902427205222126
22356,20170223,0.63684344,13.106963,0.40314538875751443
22356,20180222,0.6429404,13.128276,0.4079757163942187
22356,20190221,0.55170929,13.314523,0.35892118546540114
22356,20200225,0.41786364,13.130939,0.2771001272804412
22356,20210224,0.51486981,12.959032,0.338034369447982
22444,20161031,0.69520247,13.066548,0.5211614455071302
22444,20171026,0.73544019,12.905152,0.5520277707222081
22444,20181025,0.63214922,12.892935,0.4713770335579607
22444,20191023,0.5095517,12.906193,0.3488372093023256
22444,20201015,0.61417937,13.075578,0.4239945466939332
22444,20211014,0.3970964,12.595426,0.27435459206620494
23111,20160223,0.24139248,12.628598,0.17461788863259103
23194,20210217,0.417822,12.854233,0.33415465622574003
23197,20161006,0.52721328,13.276779,0.3790715627196368
23197,20170927,0.4443562,13.261532,0.3218783650919987
23197,20180926,0.43823606,13.320108,0.31337585240438726
23197,20190924,0.4748148,13.254838,0.33343580769503633
23197,20200929,0.39761853,13.431328,0.28260184645936165
23197,20211004,0.36730775,13.53882,0.2650575711862818
23217,20180720,0.64962631,13.112769,0.45969024360910293
23217,20190719,0.76891637,13.110343,0.5596814121192552
24090,20160324,0.22324023,12.762773,0.15489098057905398
24090,20170427,0.24656641,12.891487,0.16227251313011465
24090,20180329,0.27733356,13.052188,0.19314906132482698
24090,20190326,0.27111316,13.128049,0.1879826352731158
24090,20200311,0.28104654,12.904312,0.18042246089428265
24090,20210310,0.30403593,12.866627,0.2135170038743005
24491,20170217,0.72137058,12.669951,0.5056299128956874
24491,20180220,0.72520936,12.679797,0.5220283326667648
24491,20190219,0.49351853,13.026709,0.3494100126016726
24491,20200224,0.79434884,12.53135,0.5704932238885011
24491,20210222,0.76623708,12.651249,0.5695241309483632
24545,20160211,0.84429413,13.626335,0.6059320997219074
24545,20170214,0.80959445,13.759704,0.5701629036867676
24545,20180214,0.88733554,13.526858,0.6083374824605079
24545,20190212,0.90650368,13.45031,0.6235271013354281
24545,20200212,0.66591817,13.435472,0.47643096038953
24545,20210211,0.75435281,13.151362,0.5387309039134952
24741,20160212,0.85539621,13.700584,0.5844478209197719
24741,20170206,0.74248672,13.193027,0.47924309235310825
24741,20180215,0.79849774,13.14111,0.513855990887793
24741,20190212,0.86883223,12.927581,0.5738175260267234
24741,20200218,0.73992813,12.794026,0.49853907962016075
25232,20160210,0.5863837,12.680168,0.3611245249742804
25232,20170221,0.50493526,13.618936,0.3285166757921299
25232,20180207,0.45834306,13.724537,0.3138776229941809
25232,20190206,0.64417028,12.716981,0.382886967736735
25232,20200205,0.51291531,12.72469,0.31807115369512295
25232,20210211,0.56815416,12.655816,0.3634861627426683
25475,20160310,0.75855374,13.121773,0.5089369325353202
25475,20170227,0.73450631,13.043563,0.4953915357137607
25475,20180307,0.79299074,13.02176,0.5348318669398577
25475,20190225,0.69460171,13.047582,0.4723831878530037
25475,20200305,0.67346323,12.988597,0.4589160839160839
26058,20160224,0.76366311,12.517374,0.498797316115964
26058,20170224,0.86694092,12.537224,0.5735050552493017
26058,20180223,0.85097539,12.530396,0.5656024410210613
26058,20190222,0.76258427,12.498851,0.5256275480115894
26058,20200220,0.58222973,12.176943,0.42374365260024516
26172,20160212,0.92363584,12.983099,0.6319814197462594
26172,20170213,0.9603197,12.990396,0.6432132354097535
26172,20180214,0.76118845,12.799455,0.5274141529121609
26172,20190211,0.53476959,12.9429,0.3683003263011663
26172,20200211,0.69531971,12.895864,0.5012961595907226
26172,20210210,0.71836084,12.914136,0.5216399054527672
26324,20160225,0.14786237,13.977083,0.09798340303474853
26324,20170221,0.4578011,12.70673,0.3149901956694063
26324,20180222,0.43861851,12.687632,0.2894048049709531
26324,20190227,0.4083882,12.69402,0.2672719173578262
26324,20200227,0.39828041,12.400458,0.2742230347349177
26324,20210225,0.40511578,12.661492,0.2968608543697496
26780,20160218,0.60969543,13.054258,0.43896410154418763
26780,20170210,0.72903025,12.886018,0.5289390702878649
26780,20180214,0.80190337,12.95984,0.5648736923489595
26780,20190215,0.85300243,12.961657,0.6111137429532427
26780,20200214,0.8170687,12.788922,0.5975349342524258
27419,20160311,0.30701265,13.222831,0.20851845269829988
27419,20170308,0.27898267,12.973246,0.1812559974410918
27419,20180314,0.3624014,12.738276,0.2448428764218238
27419,20190313,0.42646578,12.661052,0.2702702702702703
27419,20200311,0.28409091,12.702311,0.1942471451555939
27419,20210310,0.21589892,12.982662,0.1474208718470361
27904,20160205,0.68608224,13.176563,0.47255854951458687
27904,20170213,0.66989636,12.875444,0.4937770562770563
27904,20180223,0.33125553,13.67167,0.23389920268322104
27904,20190215,0.51185352,13.060016,0.35829849875706526
27904,20200213,0.50197959,12.893081,0.37250365119217577
27904,20210212,0.46389651,13.398758,0.3484115378198271
27996,20160219,0.53470457,13.045396,0.39886465491484907
27996,20170224,0.39354587,12.808362,0.3053378265159837
27996,20180223,0.3963111,13.091892,0.2731867231252561
27996,20190226,0.37613207,13.024354,0.2671310713284236
27996,20200221,0.47381279,12.789391,0.33256684593603314
